item-id	version1	version2	category	type	levenshtein	char-delta	char-delta-abs	capitalization	whitespace	punctuation	hyphenation	numbers	abbreviation	cond-major	cond-minor	exp-major	exp-minor	insertion	deletion	combination	cat=copyedit	cat=tbc	type-tbc
01959-1	things	thing	tbc	condensation-minor	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
01968-1	6	six	copyedit	numbers-involved	3	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01968-2		extra	tbc	insertion-minor	5	-5	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
01968-3	canvas,	canvas	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01971-1	it	the Hab	tbc	expansion-major	7	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01973-1	Hab		tbc	deletion-minor	3	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
01974-1	re-inflate	reinflate	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01975-1	6	six	copyedit	numbers-involved	3	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01975-2	1x6	one by six	copyedit	numbers-involved	10	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01976-1	10 cm wide	10-centimeter-wide	copyedit	numbers-involved	10	-8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01977-1	10 m	10-meter	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01979-1	poor-man's	poor man's	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
01980-1	"""Wagon Train"""	Wagon Train	copyedit	punctuation-only	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
01990-1	Unplugging	I unplugged	tbc	expansion-major	6	-1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
01990-2	battery, I	battery and	tbc	expansion-minor	4	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
01990-3	l's.	1's.	copyedit	numbers-involved	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
01992-1	a-ok.	a-okay.	copyedit	combination	2	-2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
01994-1	large-ish	largish	tbc	condensation-minor	2	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
02000-1	1	1,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02002-1	10 minute	ten-minute	copyedit	numbers-involved	4	-1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02003-1	charging,	I'm recharging them,	tbc	expansion-major	11	-11	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02003-2	again:	again,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02008-1	laying	lying	tbc	condensation-minor	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
02009-1	In	in	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02010-1	ok.	okay.	copyedit	combination	2	-2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
02016-1	It had been deemed mission critical.	The array was mission-critical.	tbc	condensation-major	17	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
02017-1	fucked it up and		tbc	deletion-major	16	16	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
02018-1	were doing.	was doing while we assembled the array.	tbc	expansion-major	32	-28	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02022-1	14 degree	14-degree	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
02023-1	14 degree	14-degree	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
02025-1	simple.	simple, and the Hab can spare them.	tbc	expansion-major	28	-28	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02026-1		With the reduced load of only supporting one human instead of six, a 14 percent energy production loss is irrelevant.	tbc	insertion-major	117	-117	117	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02031-1	It'll	it would	tbc	expansion-major	6	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02033-1	tunnels	tunnels,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02041-1	back	back,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02042-1	39	thirty-nine	copyedit	numbers-involved	11	-9	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02042-2	40	forty	copyedit	numbers-involved	5	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02042-3	re-sow.	resow.	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
02048-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02048-2	each,	each	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02048-3	re-seeded in to	reseeded them into	tbc	expansion-major	7	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02051-1	today,	today	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02053-1		The	tbc	insertion-minor	3	-3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02054-1	Johanssen's	she's	tbc	condensation-major	7	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
02054-2	anglophile	Anglophile	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02066-1	Starting	Start	tbc	condensation-minor	3	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
02066-2	batteries,	batteries	copyedit	punctuation-only	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02066-3	having the		tbc	deletion-major	10	10	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
02070-1		at	tbc	insertion-minor	2	-2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02072-1	3/4	three and a half	copyedit	numbers-involved	16	-13	13	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02076-1	1	one	copyedit	numbers-involved	3	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02077-1	"""failure"""	"""failure,"""	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02079-1	500 m	500-meter	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02083-1	This is nothing	Nothing	tbc	condensation-major	9	8	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
02090-1	heater	heater,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02091-1	be	be;	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02093-1	warm	warm,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02095-1	outdoors	outdoors,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02099-1	The test was over.		tbc	deletion-major	18	18	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
02110-1	what	What	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02113-1	Well	Well,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02117-1	(Radioisotope Thermoelectric Generator)	(radioisotope thermoelectric generator)	copyedit	capitalization-only	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02117-2	Plutonium.	plutonium.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02120-1	Plutonium	plutonium	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02124-1	Plutonium,	plutonium,	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02124-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02128-1	1960's, NASA's been	1960s, NASA began	copyedit	numbers-involved	5	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02129-1	It has	They have	tbc	expansion-major	6	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02130-1	It's	They're	tbc	expansion-major	6	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02130-2	it works	they work	tbc	expansion-minor	5	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
02130-3	it's	they're	tbc	expansion-major	6	-3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02131-1	The	the	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02133-1	fucking	damned	tbc	condensation-major	7	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
02136-1	Plutonium	plutonium	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02137-1	leakage	leakage,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02137-2	breached.	breached,	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02140-1	around.	around:	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02141-1	short-term,	short term,	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
02141-2	longterm	long term	copyedit	whitespace-only	1	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02143-1	self checks.	self-checks.	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
02147-1	kg	kilograms	copyedit	abreviation-only	7	-7	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
02147-2	Plutonium-238, which	plutonium-238, .which	copyedit	numbers-involved	2	-1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02147-3	Watts	watts	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02148-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02148-2	Watts	watts	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02150-1	100 Watts	One hundred watts	copyedit	numbers-involved	12	-8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02152-1	1500 Watt	1500-watt	copyedit	numbers-involved	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02153-1	un-stowed	unstowed	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
02153-2	activated,	activated.	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02155-1	4 km	four kilometers	copyedit	numbers-involved	12	-11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02158-1	"""At"	"""at"	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02158-2	"4 km away""."	"four kilometers away."""	copyedit	numbers-involved	14	-11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02162-1	3 meter	three-meter	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02162-2	on it	over	tbc	condensation-minor	4	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
02165-1	4 km,	four kilometers,	copyedit	numbers-involved	12	-11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02166-1	Mutant Rover	mutant rover	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02171-1	Found	I'm no stranger to Mars.	tbc	expansion-major	22	-19	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02172-1		I've been here a long time.	tbc	insertion-major	27	-27	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02173-1		But I've never been out of sight of	tbc	insertion-major	35	-35	35	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02173-2	RTG.	Hab before today.	tbc	expansion-major	16	-13	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02174-1		You wouldn't think that would make a difference, but it does.	tbc	insertion-major	61	-61	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02175-1		As I made my way toward the RTG's burial site, it hit me: Mars is a barren wasteland and I am completely alone here.	tbc	insertion-major	116	-116	116	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02176-1		I already knew that, of course.	tbc	insertion-major	31	-31	31	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02177-1		But there's a difference between knowing it and really experiencing it.	tbc	insertion-major	71	-71	71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02178-1		All around me there was nothing but dust, rocks, and endless empty desert in all directions.	tbc	insertion-major	92	-92	92	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02179-1		The planet's famous red color is from iron oxide coating everything.	tbc	insertion-major	68	-68	68	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02180-1		So it's not just a desert.	tbc	insertion-major	26	-26	26	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02181-1		It's a desert so old it's literally rusting.	tbc	insertion-major	44	-44	44	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02182-1		The Hab is my only hint of civilization, and seeing it disappear made me way more uncomfortable than I like to admit.	tbc	insertion-major	117	-117	117	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02183-1		I put those thoughts behind me by concentrating on what was in front of me.	tbc	insertion-major	75	-75	75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02184-1		I found the RTG right where it was supposed to be, four kilometers due south of the Hab.	tbc	insertion-major	88	-88	88	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02186-1	I drove 4 km south and saw the flag right away.		tbc	deletion-major	47	47	47	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
02191-1	It's	It was	tbc	expansion-minor	3	-2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
02197-1	10	ten	copyedit	numbers-involved	3	-1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02197-2	37 C.	37°C.	copyedit	numbers-involved	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02199-1		that	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02200-1	8 km	eight kilometers	copyedit	numbers-involved	13	-12	12	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02203-1	metal.	carbon composite.	tbc	expansion-major	15	-11	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02213-1	would	will	tbc	condensation-minor	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
02213-2	leech	leach	tbc	tbc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
02216-1	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02217-1	tape)	tape),	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02217-2	it	them	tbc	expansion-minor	4	-2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
02218-1	got	ever get	tbc	expansion-major	6	-5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02218-2	could	can	tbc	condensation-minor	4	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
02218-3	would	will	tbc	condensation-minor	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
02219-1	(Which	(which	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02219-2	freezing)	freezing).	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02222-1	halfway-through	halfway through	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
02223-1	and	arid	tbc	expansion-minor	2	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
02226-1	km	kilometers	copyedit	abreviation-only	8	-8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
02230-1	I could have gone further,	,	tbc	condensation-major	25	25	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
02231-1		The second battery still had a little juice left,	tbc	insertion-major	49	-49	49	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02231-2		can't just run it down all the way before I stop; remember, I	tbc	insertion-major	61	-61	61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02232-1	working,	working.	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02234-1		After my drive,	tbc	insertion-major	15	-15	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02237-1	them	them,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02242-1	12	twelve	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02244-1	12	Twelve	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02245-1	13	thirteen	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02249-1	100 Watts.	one hundred watts.	copyedit	numbers-involved	12	-8	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02253-1		with	tbc	insertion-minor	4	-4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02253-2	slide-rules	slide rules	copyedit	hyphenation-only	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
02255-1	12	twelve	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02256-1	home.	home as soon as they were done.	tbc	expansion-major	26	-26	26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02258-1	multi-day	multiday	copyedit	hyphenation-only	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
02259-1	is	are	tbc	expansion-minor	3	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
02260-1	plenty	plenty,	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02262-1	2 L	two liters	copyedit	numbers-involved	9	-7	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02263-1	In the long term,	When I do my trip to Ares 4 for real,	copyedit	numbers-involved	29	-20	20	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02263-2	Oxygenator.	oxygenator.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02267-1	use.	uSe.	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02271-1	87 days	Eighty-seven days'	copyedit	numbers-involved	13	-11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02273-1		Oxygen's a little trickier.	tbc	insertion-major	27	-27	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02274-1	3	three	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02274-2	2	two	copyedit	numbers-involved	3	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02275-1	7	seven	copyedit	numbers-involved	5	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02277-1	1/90th Earth's	almost no	copyedit	numbers-involved	13	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02278-1	1	one	copyedit	numbers-involved	3	-2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02282-1	25 L	25-liter liquid	copyedit	numbers-involved	12	-11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02282-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02283-1	L	liters	copyedit	abreviation-only	6	-5	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
02285-1	Long story	Long'Story	copyedit	combination	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
02285-2	with	With	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02285-3	42	49	copyedit	numbers-involved	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02287-1	20 day	twenty-day	copyedit	numbers-involved	7	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02289-1	40	forty	copyedit	numbers-involved	5	-3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02293-1	Atmospheric Regulator,	atmospheric regulator,	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02300-1	YOU	You	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02304-1	Oxygenator	oxygenator	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02304-2	Atmospheric Regulator	atmospheric regulator	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02308-1	atmosphere. My small crops aren't nearly as needy as me, so a 10 L	atmosphere; A 10-liter	copyedit	numbers-involved	50	44	44	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02308-2	in to	into	copyedit	whitespace-only	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02311-1	CO2 in to	GO2 into	copyedit	numbers-involved	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02311-2	Atmospheric Regulator	atmospheric regulator	copyedit	capitalization-only	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02311-3	Oxygenator,	oxygenator,	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02313-1	my	,my	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02315-1	Chapter	CHAPTER	copyedit	capitalization-only	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02316-1		Warner	tbc	insertion-major	6	-6	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02320-1	Director	director	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02320-2	Missions	operations	tbc	expansion-major	6	-2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02323-1	began,	said,	tbc	condensation-minor	5	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
02326-1	12	twelve	copyedit	numbers-involved	6	-4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02326-2	whenever	Whenever	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02331-1	can	can1	copyedit	numbers-involved	1	-1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02333-1	"began, ""It"	"said, ""it"	tbc	condensation-major	6	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
02334-1	65,	64,	copyedit	numbers-involved	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02335-1	14	fourteen	copyedit	numbers-involved	8	-6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02341-1	4 km	four kilometers	copyedit	numbers-involved	12	-11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02341-2	back.	.back.	copyedit	punctuation-only	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02344-1	"""Most"	"""most"	copyedit	capitalization-only	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
02360-1	3,200 km	thirty-two hundred kilometers	copyedit	numbers-involved	26	-21	21	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
02363-1	"right?"" she asked."		tbc	deletion-major	18	18	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
02364-1	"""Eventually"	right?	tbc	condensation-major	10	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
02365-1		Eventually	tbc	insertion-major	10	-10	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02374-1	"point,"""	"point."""	copyedit	punctuation-only	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
02378-1	"""How'd"	Mindy glanced nervously around the conference room.	tbc	expansion-major	49	-45	45	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
02379-1		She'd never felt so thoroughly outranked in her life.	tbc	insertion-major	53	-53	53	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02380-1		Dr. Venkat Kapoor, who was four levels of management above her, sat to her left.	tbc	insertion-major	80	-80	80	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02381-1		Next to him was Bruce Ng, the director of JPL.	tbc	insertion-major	46	-46	46	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02382-1		He'd flown all the way to Houston from Pasadena just for this meeting.	tbc	insertion-major	70	-70	70	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02383-1		Never one to let precious time go to waste, he typed furiously on his laptop.	tbc	insertion-major	77	-77	77	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02384-1		The dark bags under his eyes made Mindy wonder just how overworked he truly was.	tbc	insertion-major	80	-80	80	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02385-1		Mitch Henderson, the flight director for Ares 3, swiveled back and forth in his chair, a wireless earpiece in his ear.	tbc	insertion-major	118	-118	118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02386-1		It fed him a real-time stream of all the comm chatter from Mission Control.	tbc	insertion-major	75	-75	75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02387-1		He wasn't on shift, but he was kept apprised at all times.	tbc	insertion-major	58	-58	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02388-1		Annie Montrose entered the conference room, texting as she walked.	tbc	insertion-major	66	-66	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02389-1		Never taking her eyes off her phone, she deftly navigated around the edge of the room, avoiding people and chairs, and sat in her usual spot.	tbc	insertion-major	141	-141	141	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
02390-1		Mindy felt a pang of envy as she watched the director of media, relations.	tbc	insertion-major	74	-74	74	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
